0.000000 -94758.000000
0.250000 -78866.000000
0.500000 -3781.000000
0.750000 -30009.000000
1.000000 32679.000000
1.250000 -19171.000000
1.500000 -55402.000000
1.750000 147179.000000
2.000000 105898.000000
2.250000 -138201.000000
2.500000 -55689.000000
2.750000 -81494.000000
3.000000 58739.000000
3.250000 88517.000000
3.500000 -148005.000000
3.750000 -95219.000000
4.000000 -130767.000000
4.250000 -127977.000000
4.500000 3358.000000
4.750000 -129512.000000
5.000000 -43944.000000
5.250000 -15765.000000
5.500000 134315.000000
5.750000 153714.000000
6.000000 -64999.000000
6.250000 -42872.000000
6.500000 160583.000000
6.750000 122739.000000
7.000000 44179.000000
7.250000 -11115.000000
7.500000 -7805.000000
7.750000 24306.000000
8.000000 -21358.000000
8.250000 -45052.000000
8.500000 -94479.000000
8.750000 -83846.000000
9.000000 1938.000000
9.250000 -139948.000000
9.500000 -53571.000000
9.750000 6173.000000
10.000000 -11415.000000
10.250000 28921.000000
10.500000 -95494.000000
10.750000 -103854.000000
11.000000 20019.000000
11.250000 -71025.000000
11.500000 -97093.000000
11.750000 -91220.000000
12.000000 26372.000000
12.250000 -135100.000000
12.500000 -11392.000000
12.750000 -88870.000000
13.000000 -66920.000000
13.250000 -98123.000000
13.500000 -59038.000000
13.750000 102165.000000
14.000000 7573.000000
14.250000 44666.000000
14.500000 81198.000000
14.750000 9422.000000
15.000000 16130.000000
15.250000 44165.000000
15.500000 36112.000000
15.750000 105375.000000
16.000000 -75403.000000
16.250000 -28582.000000
16.500000 -85425.000000
16.750000 -29570.000000
17.000000 54965.000000
17.250000 -100982.000000
17.500000 -63781.000000
17.750000 -20160.000000
18.000000 -106697.000000
18.250000 -45875.000000
18.500000 15575.000000
18.750000 104254.000000
19.000000 44143.000000
19.250000 174373.000000
19.500000 39407.000000
19.750000 -15132.000000
20.000000 -78119.000000
20.250000 -78708.000000
20.500000 -62818.000000
20.750000 -79566.000000
21.000000 -90891.000000
21.250000 -16419.000000
21.500000 84934.000000
21.750000 73027.000000
22.000000 104063.000000
22.250000 26557.000000
22.500000 75207.000000
22.750000 130803.000000
23.000000 145394.000000
23.250000 24392.000000
23.500000 56166.000000
23.750000 -23005.000000
24.000000 10684.000000
24.250000 -38079.000000
24.500000 -55683.000000
24.750000 -131095.000000
25.000000 -43496.000000
25.250000 -27513.000000
25.500000 28885.000000
25.750000 -6188.000000
26.000000 170835.000000
26.250000 85074.000000
26.500000 -97343.000000
26.750000 -66406.000000
27.000000 -37019.000000
27.250000 -5545.000000
27.500000 -36480.000000
27.750000 -118480.000000
28.000000 29667.000000
28.250000 721.000000
28.500000 -121569.000000
28.750000 -51326.000000
29.000000 -5076.000000
29.250000 -82942.000000
29.500000 50220.000000
29.750000 45513.000000
30.000000 56635.000000
30.250000 206855.000000
30.500000 58485.000000
30.750000 55221.000000
31.000000 -8668.000000
31.250000 77076.000000
31.500000 69533.000000
31.750000 -105184.000000
32.000000 -58093.000000
32.250000 -144178.000000
32.500000 -116767.000000
32.750000 -184723.000000
33.000000 -106220.000000
33.250000 -68622.000000
33.500000 2890.000000
33.750000 -50398.000000
34.000000 -1792.000000
34.250000 160069.000000
34.500000 45498.000000
34.750000 58080.000000
35.000000 77104.000000
35.250000 68026.000000
35.500000 92410.000000
35.750000 -76860.000000
36.000000 -61738.000000
36.250000 147854.000000
36.500000 -17542.000000
36.750000 69625.000000
37.000000 -62399.000000
37.250000 24515.000000
37.500000 69742.000000
37.750000 30806.000000
38.000000 -23472.000000
38.250000 6929.000000
38.500000 60149.000000
38.750000 -35724.000000
39.000000 -32215.000000
39.250000 100369.000000
39.500000 -90267.000000
39.750000 37605.000000
