4.010000 0.000000
4.010000 -65535.000000
5.010000 -65535.000000
6.010000 -65535.000000
6.010000 65535.000000
7.010000 65535.000000
8.010000 65535.000000
8.010000 -65535.000000
9.010000 -65535.000000
10.010000 -65535.000000
11.010000 -65535.000000
12.010000 -65535.000000
13.010000 -65535.000000
14.010000 -65535.000000
14.010000 65535.000000
15.010000 65535.000000
16.010000 65535.000000
16.010000 -65535.000000
17.010000 -65535.000000
18.010000 -65535.000000
19.010000 -65535.000000
19.010000 65535.000000
20.010000 65535.000000
20.010000 -65535.000000
21.010000 -65535.000000
22.010000 -65535.000000
22.010000 65535.000000
23.010000 65535.000000
24.010000 65535.000000
24.010000 -65535.000000
25.010000 -65535.000000
26.010000 -65535.000000
26.010000 65535.000000
27.010000 65535.000000
27.010000 -65535.000000
28.010000 -65535.000000
29.010000 -65535.000000
30.010000 -65535.000000
30.010000 65535.000000
31.010000 65535.000000
32.009998 65535.000000
32.009998 -65535.000000
33.009998 -65535.000000
34.009998 -65535.000000
34.009998 65535.000000
35.009998 65535.000000
