4.200000 -12476.000000
5.200000 -1768.093750
6.200000 6645.656250
7.200000 6016.687500
8.200000 -3716.437500
9.200000 -8234.093750
10.200000 -1862.187500
11.200000 -7210.468750
12.200000 -6262.875000
13.200000 -8495.531250
14.200000 4058.687500
15.200000 4825.375000
16.200001 -909.343750
17.200001 -4321.468750
18.200001 -6815.437500
19.200001 10923.687500
20.200001 -5641.000000
21.200001 -5222.625000
22.200001 9278.812500
23.200001 10093.468750
24.200001 -2370.250000
25.200001 -6674.281250
26.200001 7083.500000
27.200001 -6067.437500
28.200001 -3629.875000
29.200001 -5714.343750
30.200001 10055.437500
31.200001 6480.687500
32.200001 -9485.718750
33.200001 -13412.000000
34.200001 4424.062500
35.200001 7989.656250
